time_steps,reward ep.,length
327680,1.4810214289600534,301.0
655360,3.9153349902527097,301.0
983040,3.413687658514563,301.0
1310720,2.874915029292713,301.0
1638400,2.4910473578179935,301.0
1966080,2.2214687176161387,301.0
2293760,1.8843104768775851,293.8
2621440,1.5801799883121703,256.4
2949120,1.8027105250978486,275.6
3276800,1.4303300998574193,258.0
3604480,1.691493494169542,271.2
3932160,1.2808862283910625,286.8
4259840,1.4536470595327786,252.8
4587520,1.414771969302344,238.0
4915200,1.1253571235848332,268.4
5242880,1.4697368735909218,294.4
5570560,1.1043299248868965,279.6
5898240,1.2517662267030247,297.6
6225920,1.273633880552755,254.0
6553600,1.1358377973054197,279.6
6881280,0.2442883624908375,240.4
7208960,1.8394787452029564,284.4
7536640,1.3058757696184777,252.0
7864320,1.0709540782103137,256.4
8192000,1.1114613249166903,229.6
8519680,1.0866450130220933,274.8
8847360,1.0211183050233397,238.8
9175040,1.1499257733518113,291.6
9502720,0.11874377081720748,221.2
9830400,1.9850104071687427,250.0
10158080,1.1085986875045801,295.2
10485760,1.0763905247215724,274.8
